date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-08-2021,Maharashtra,2-Wheelers,2419,119076
01-08-2021,Odisha,2-Wheelers,485,33821
01-08-2021,Puducherry,2-Wheelers,34,3496
01-08-2021,Punjab,2-Wheelers,342,27376
01-08-2021,Rajasthan,2-Wheelers,1451,57021
01-08-2021,Tamil Nadu,2-Wheelers,2745,109440
01-08-2021,Uttar Pradesh,2-Wheelers,531,146734
01-08-2021,Uttarakhand,2-Wheelers,114,11192
01-08-2021,West Bengal,2-Wheelers,80,63613
01-09-2021,Andhra Pradesh,2-Wheelers,766,51764
01-09-2021,Assam,2-Wheelers,38,24438
01-09-2021,Bihar,2-Wheelers,475,48021
01-09-2021,Chandigarh,2-Wheelers,25,1162
01-09-2021,Chhattisgarh,2-Wheelers,244,24790
01-09-2021,Delhi,2-Wheelers,809,17347
01-09-2021,Goa,2-Wheelers,87,3081
01-09-2021,Gujarat,2-Wheelers,959,71820
01-09-2021,Haryana,2-Wheelers,691,32590
01-09-2021,Himachal Pradesh,2-Wheelers,33,4975
01-09-2021,Jammu and Kashmir,2-Wheelers,157,7354
01-09-2021,Jharkhand,2-Wheelers,149,24528
01-09-2021,Karnataka,2-Wheelers,3539,80292
01-09-2021,Kerala,2-Wheelers,789,48245
01-09-2021,Madhya Pradesh,2-Wheelers,590,65166
01-09-2021,Maharashtra,2-Wheelers,2166,92351
01-09-2021,Odisha,2-Wheelers,490,28355
01-09-2021,Puducherry,2-Wheelers,48,3211
01-09-2021,Punjab,2-Wheelers,487,24819
01-09-2021,Rajasthan,2-Wheelers,1625,48502
01-09-2021,Tamil Nadu,2-Wheelers,2880,108477
01-09-2021,Uttar Pradesh,2-Wheelers,730,132962
01-09-2021,Uttarakhand,2-Wheelers,169,9926
01-09-2021,West Bengal,2-Wheelers,84,65430
01-10-2021,Andhra Pradesh,2-Wheelers,993,88110
01-10-2021,Assam,2-Wheelers,28,32155
01-10-2021,Bihar,2-Wheelers,470,50679
01-10-2021,Chandigarh,2-Wheelers,18,1792
01-10-2021,Chhattisgarh,2-Wheelers,301,33464
01-10-2021,Delhi,2-Wheelers,995,26087
01-10-2021,Goa,2-Wheelers,163,3914
01-10-2021,Gujarat,2-Wheelers,1460,84700
01-10-2021,Haryana,2-Wheelers,505,26891
01-10-2021,Himachal Pradesh,2-Wheelers,29,4651
01-10-2021,Jammu and Kashmir,2-Wheelers,199,8601
01-10-2021,Jharkhand,2-Wheelers,253,28877
01-10-2021,Karnataka,2-Wheelers,3709,76401
01-10-2021,Kerala,2-Wheelers,833,42377
01-10-2021,Ladakh,2-Wheelers,6,18
01-10-2021,Madhya Pradesh,2-Wheelers,545,52075
01-10-2021,Maharashtra,2-Wheelers,3554,131332
01-10-2021,Manipur,2-Wheelers,6,2098
01-10-2021,Odisha,2-Wheelers,948,52708
01-10-2021,Puducherry,2-Wheelers,31,2839
01-10-2021,Punjab,2-Wheelers,416,29940
01-10-2021,Rajasthan,2-Wheelers,1602,65626
01-10-2021,Tamil Nadu,2-Wheelers,2530,85674
01-10-2021,Uttar Pradesh,2-Wheelers,1022,129924
01-10-2021,Uttarakhand,2-Wheelers,129,12826
01-10-2021,West Bengal,2-Wheelers,67,53475
01-11-2021,Andhra Pradesh,2-Wheelers,1114,64835
01-11-2021,Assam,2-Wheelers,120,29586
01-11-2021,Bihar,2-Wheelers,604,107209
01-11-2021,Chandigarh,2-Wheelers,79,2083
01-11-2021,Chhattisgarh,2-Wheelers,509,63099
01-11-2021,Delhi,2-Wheelers,1269,37710
01-11-2021,Goa,2-Wheelers,178,4104
01-11-2021,Gujarat,2-Wheelers,1569,110759
01-11-2021,Haryana,2-Wheelers,871,43957
01-11-2021,Himachal Pradesh,2-Wheelers,61,7398
01-11-2021,Jammu and Kashmir,2-Wheelers,64,8083
01-11-2021,Jharkhand,2-Wheelers,370,51355
01-11-2021,Karnataka,2-Wheelers,3430,74444
01-11-2021,Kerala,2-Wheelers,948,43718
01-11-2021,Madhya Pradesh,2-Wheelers,940,99568
01-11-2021,Maharashtra,2-Wheelers,3684,168326
01-11-2021,Manipur,2-Wheelers,3,2490
01-11-2021,Odisha,2-Wheelers,843,41128
01-11-2021,Puducherry,2-Wheelers,47,2889
01-11-2021,Punjab,2-Wheelers,803,46549
01-11-2021,Rajasthan,2-Wheelers,2265,141368
01-11-2021,Tamil Nadu,2-Wheelers,2844,111203
01-11-2021,Uttar Pradesh,2-Wheelers,1347,225370
01-11-2021,Uttarakhand,2-Wheelers,262,20977
01-11-2021,West Bengal,2-Wheelers,309,79819
01-12-2021,Andhra Pradesh,2-Wheelers,985,42446
01-12-2021,Assam,2-Wheelers,93,28392
01-12-2021,Bihar,2-Wheelers,467,63454
01-12-2021,Chandigarh,2-Wheelers,30,1252
01-12-2021,Chhattisgarh,2-Wheelers,500,24772
01-12-2021,DNH and DD,2-Wheelers,4,1100
01-12-2021,Delhi,2-Wheelers,1258,18687
01-12-2021,Goa,2-Wheelers,153,3468
01-12-2021,Gujarat,2-Wheelers,2111,92992
01-12-2021,Haryana,2-Wheelers,670,40694
01-12-2021,Himachal Pradesh,2-Wheelers,73,6044
01-12-2021,Jammu and Kashmir,2-Wheelers,110,4076
01-12-2021,Jharkhand,2-Wheelers,293,26077
01-12-2021,Karnataka,2-Wheelers,4381,83147
01-12-2021,Kerala,2-Wheelers,1107,43996
01-12-2021,Madhya Pradesh,2-Wheelers,901,110877
01-12-2021,Maharashtra,2-Wheelers,4775,134502
01-12-2021,Manipur,2-Wheelers,4,3649
01-12-2021,Odisha,2-Wheelers,939,26693
01-12-2021,Puducherry,2-Wheelers,81,2589
01-12-2021,Punjab,2-Wheelers,450,35287
01-12-2021,Rajasthan,2-Wheelers,2119,61061
01-12-2021,Tamil Nadu,2-Wheelers,3236,83485
01-12-2021,Uttar Pradesh,2-Wheelers,1371,268713
01-12-2021,Uttarakhand,2-Wheelers,229,12632
01-12-2021,West Bengal,2-Wheelers,285,73989
01-01-2022,Andhra Pradesh,2-Wheelers,1671,59712
01-01-2022,Assam,2-Wheelers,92,26097
01-01-2022,Bihar,2-Wheelers,409,51380
01-01-2022,Chandigarh,2-Wheelers,19,1291
01-01-2022,Chhattisgarh,2-Wheelers,595,31989
01-01-2022,DNH and DD,2-Wheelers,6,758
01-01-2022,Delhi,2-Wheelers,1762,24615
01-01-2022,Goa,2-Wheelers,194,3015
01-01-2022,Gujarat,2-Wheelers,2191,58107
01-01-2022,Haryana,2-Wheelers,597,28339
01-01-2022,Himachal Pradesh,2-Wheelers,22,3490
01-01-2022,Jammu and Kashmir,2-Wheelers,76,3561
01-01-2022,Jharkhand,2-Wheelers,240,24613
01-01-2022,Karnataka,2-Wheelers,4386,74134
01-01-2022,Kerala,2-Wheelers,1399,45699
01-01-2022,Ladakh,2-Wheelers,6,20
01-01-2022,Madhya Pradesh,2-Wheelers,862,75043
01-01-2022,Maharashtra,2-Wheelers,5138,136937
01-01-2022,Manipur,2-Wheelers,5,3660
01-01-2022,Odisha,2-Wheelers,1333,45749
01-01-2022,Puducherry,2-Wheelers,94,4044
01-01-2022,Punjab,2-Wheelers,552,28295
01-01-2022,Rajasthan,2-Wheelers,2359,50153
01-01-2022,Tamil Nadu,2-Wheelers,4233,124399
01-01-2022,Tripura,2-Wheelers,5,3043
01-01-2022,Uttar Pradesh,2-Wheelers,1322,168934
01-01-2022,Uttarakhand,2-Wheelers,184,10413
01-01-2022,West Bengal,2-Wheelers,370,61071
01-02-2022,Andhra Pradesh,2-Wheelers,2284,52013
01-02-2022,Assam,2-Wheelers,108,25414
01-02-2022,Bihar,2-Wheelers,495,59758
01-02-2022,Chandigarh,2-Wheelers,22,1184
01-02-2022,Chhattisgarh,2-Wheelers,635,28508
01-02-2022,DNH and DD,2-Wheelers,4,817
01-02-2022,Delhi,2-Wheelers,2384,25413
01-02-2022,Goa,2-Wheelers,267,3248
01-02-2022,Gujarat,2-Wheelers,2613,68658
01-02-2022,Haryana,2-Wheelers,677,25667
01-02-2022,Himachal Pradesh,2-Wheelers,57,4041
01-02-2022,Jammu and Kashmir,2-Wheelers,101,4836
01-02-2022,Jharkhand,2-Wheelers,338,27174
01-02-2022,Karnataka,2-Wheelers,5593,75612
01-02-2022,Kerala,2-Wheelers,1737,41273
01-02-2022,Madhya Pradesh,2-Wheelers,974,69322
01-02-2022,Maharashtra,2-Wheelers,6871,116043
01-02-2022,Manipur,2-Wheelers,3,4773
01-02-2022,Odisha,2-Wheelers,1266,41856
01-02-2022,Puducherry,2-Wheelers,117,3410
01-02-2022,Punjab,2-Wheelers,296,24506
01-02-2022,Rajasthan,2-Wheelers,2563,56168
01-02-2022,Tamil Nadu,2-Wheelers,4506,108851
01-02-2022,Tripura,2-Wheelers,3,2705
01-02-2022,Uttar Pradesh,2-Wheelers,1202,163699
01-02-2022,Uttarakhand,2-Wheelers,223,9283
01-02-2022,West Bengal,2-Wheelers,383,56937
01-03-2022,Andhra Pradesh,2-Wheelers,3169,51588
01-03-2022,Assam,2-Wheelers,179,29698
01-03-2022,Bihar,2-Wheelers,1328,85165
01-03-2022,Chandigarh,2-Wheelers,55,1883
01-03-2022,Chhattisgarh,2-Wheelers,959,31244
01-03-2022,DNH and DD,2-Wheelers,5,757
01-03-2022,Delhi,2-Wheelers,3491,28871
01-03-2022,Goa,2-Wheelers,235,4381
01-03-2022,Gujarat,2-Wheelers,4507,79333
01-03-2022,Haryana,2-Wheelers,1025,30295
01-03-2022,Himachal Pradesh,2-Wheelers,61,3565
01-03-2022,Jammu and Kashmir,2-Wheelers,227,5680
01-03-2022,Jharkhand,2-Wheelers,607,38435
01-03-2022,Karnataka,2-Wheelers,7288,91537
01-03-2022,Kerala,2-Wheelers,2880,50610
01-03-2022,Madhya Pradesh,2-Wheelers,1580,76256
01-03-2022,Maharashtra,2-Wheelers,9687,130070
01-03-2022,Manipur,2-Wheelers,2,3508
01-03-2022,Odisha,2-Wheelers,2363,47801
01-03-2022,Puducherry,2-Wheelers,181,3913
01-03-2022,Punjab,2-Wheelers,716,31497
01-03-2022,Rajasthan,2-Wheelers,3080,60106
01-03-2022,Tamil Nadu,2-Wheelers,7708,124272
01-03-2022,Tripura,2-Wheelers,18,3504
01-03-2022,Uttar Pradesh,2-Wheelers,1986,180927
01-03-2022,Uttarakhand,2-Wheelers,435,11692
01-03-2022,West Bengal,2-Wheelers,626,73783
01-04-2022,Andhra Pradesh,2-Wheelers,2745,56529
01-04-2022,Assam,2-Wheelers,168,26813
01-04-2022,Bihar,2-Wheelers,475,82418
01-04-2022,Chandigarh,2-Wheelers,63,1881
01-04-2022,Chhattisgarh,2-Wheelers,1397,30843
01-04-2022,DNH and DD,2-Wheelers,4,804
01-04-2022,Delhi,2-Wheelers,2832,32226
01-04-2022,Goa,2-Wheelers,377,3817
01-04-2022,Gujarat,2-Wheelers,6695,88648
01-04-2022,Haryana,2-Wheelers,1215,30558
01-04-2022,Himachal Pradesh,2-Wheelers,97,4637
01-04-2022,Jammu and Kashmir,2-Wheelers,125,8306
01-04-2022,Jharkhand,2-Wheelers,450,35590
01-04-2022,Karnataka,2-Wheelers,8814,100400
01-04-2022,Kerala,2-Wheelers,2908,41859
01-04-2022,Madhya Pradesh,2-Wheelers,1337,75144
01-04-2022,Maharashtra,2-Wheelers,7375,135969
01-04-2022,Meghalaya,2-Wheelers,5,1472
01-04-2022,Nagaland,2-Wheelers,2,444
01-04-2022,Odisha,2-Wheelers,2261,44330
01-04-2022,Puducherry,2-Wheelers,82,3044
01-04-2022,Punjab,2-Wheelers,817,29934
01-04-2022,Rajasthan,2-Wheelers,3771,70039
01-04-2022,Tamil Nadu,2-Wheelers,5425,106643
01-04-2022,Tripura,2-Wheelers,20,2797
01-04-2022,Uttar Pradesh,2-Wheelers,2397,225079
01-04-2022,Uttarakhand,2-Wheelers,602,12989
01-04-2022,West Bengal,2-Wheelers,815,68909
01-05-2022,Andhra Pradesh,2-Wheelers,1615,48041
01-05-2022,Assam,2-Wheelers,112,28739
01-05-2022,Bihar,2-Wheelers,458,113034
01-05-2022,Chandigarh,2-Wheelers,44,1797
01-05-2022,Chhattisgarh,2-Wheelers,834,28821
01-05-2022,DNH and DD,2-Wheelers,6,790
01-05-2022,Delhi,2-Wheelers,1760,28897
01-05-2022,Goa,2-Wheelers,453,3338
01-05-2022,Gujarat,2-Wheelers,4408,68621
01-05-2022,Haryana,2-Wheelers,1178,32009
01-05-2022,Himachal Pradesh,2-Wheelers,73,5131
01-05-2022,Jammu and Kashmir,2-Wheelers,124,9505
01-05-2022,Jharkhand,2-Wheelers,431,39317
01-05-2022,Karnataka,2-Wheelers,5947,84301
01-05-2022,Kerala,2-Wheelers,2373,40514
01-05-2022,Madhya Pradesh,2-Wheelers,1310,94602
01-05-2022,Maharashtra,2-Wheelers,8914,123203
01-05-2022,Manipur,2-Wheelers,2,2443
01-05-2022,Odisha,2-Wheelers,1714,38324
01-05-2022,Puducherry,2-Wheelers,65,3122
01-05-2022,Punjab,2-Wheelers,493,30377
01-05-2022,Rajasthan,2-Wheelers,3701,73803
01-05-2022,Tamil Nadu,2-Wheelers,3628,102565
01-05-2022,Tripura,2-Wheelers,14,2768
01-05-2022,Uttar Pradesh,2-Wheelers,1695,273962
01-05-2022,Uttarakhand,2-Wheelers,377,12930
01-05-2022,West Bengal,2-Wheelers,683,68721
01-06-2022,Andhra Pradesh,2-Wheelers,1733,37538
01-06-2022,Assam,2-Wheelers,101,21695
01-06-2022,Bihar,2-Wheelers,716,79768
01-06-2022,Chandigarh,2-Wheelers,63,1808
01-06-2022,Chhattisgarh,2-Wheelers,1038,28027
01-06-2022,Delhi,2-Wheelers,2755,27696
01-06-2022,Goa,2-Wheelers,365,3042
01-06-2022,Gujarat,2-Wheelers,5322,83549
01-06-2022,Haryana,2-Wheelers,966,30435
01-06-2022,Himachal Pradesh,2-Wheelers,104,5610
01-06-2022,Jammu and Kashmir,2-Wheelers,159,8064
01-06-2022,Jharkhand,2-Wheelers,461,32650
01-06-2022,Karnataka,2-Wheelers,6800,91707
01-06-2022,Kerala,2-Wheelers,2568,44015
01-06-2022,Ladakh,2-Wheelers,14,590
01-06-2022,Madhya Pradesh,2-Wheelers,1434,83413
01-06-2022,Maharashtra,2-Wheelers,7880,115725
01-06-2022,Manipur,2-Wheelers,13,3391
01-06-2022,Meghalaya,2-Wheelers,2,1291
01-06-2022,Mizoram,2-Wheelers,2,1750
01-06-2022,Odisha,2-Wheelers,1693,39143
01-06-2022,Puducherry,2-Wheelers,85,3331
01-06-2022,Punjab,2-Wheelers,514,28256
01-06-2022,Rajasthan,2-Wheelers,3427,58281
01-06-2022,Tamil Nadu,2-Wheelers,3749,110740
01-06-2022,Tripura,2-Wheelers,21,2761
01-06-2022,Uttar Pradesh,2-Wheelers,1361,198411
01-06-2022,Uttarakhand,2-Wheelers,374,13121
01-06-2022,West Bengal,2-Wheelers,660,67878
01-07-2022,Andhra Pradesh,2-Wheelers,1921,42632
01-07-2022,Assam,2-Wheelers,120,26803
01-07-2022,Bihar,2-Wheelers,638,62773
01-07-2022,Chandigarh,2-Wheelers,58,2086
01-07-2022,Chhattisgarh,2-Wheelers,1309,26466
01-07-2022,DNH and DD,2-Wheelers,9,735
01-07-2022,Delhi,2-Wheelers,2658,30654
01-07-2022,Goa,2-Wheelers,579,2801
01-07-2022,Gujarat,2-Wheelers,5592,83341
01-07-2022,Haryana,2-Wheelers,710,30657
01-07-2022,Himachal Pradesh,2-Wheelers,92,5377
01-07-2022,Jammu and Kashmir,2-Wheelers,316,8717
01-07-2022,Jharkhand,2-Wheelers,589,32122
01-07-2022,Karnataka,2-Wheelers,5689,77333
01-07-2022,Kerala,2-Wheelers,1964,37691
01-07-2022,Madhya Pradesh,2-Wheelers,1722,81579
01-07-2022,Maharashtra,2-Wheelers,8446,111895
01-07-2022,Manipur,2-Wheelers,21,4103
01-07-2022,Meghalaya,2-Wheelers,3,1363
01-07-2022,Odisha,2-Wheelers,1816,32549
01-07-2022,Puducherry,2-Wheelers,71,3298
01-07-2022,Punjab,2-Wheelers,603,27082
01-07-2022,Rajasthan,2-Wheelers,4574,63752
01-07-2022,Tamil Nadu,2-Wheelers,4180,103800
01-07-2022,Tripura,2-Wheelers,2,2632
01-07-2022,Uttar Pradesh,2-Wheelers,1828,153826
01-07-2022,Uttarakhand,2-Wheelers,404,12603
01-07-2022,West Bengal,2-Wheelers,689,62610
01-08-2022,Andhra Pradesh,2-Wheelers,1898,54365
01-08-2022,Assam,2-Wheelers,202,27466
01-08-2022,Bihar,2-Wheelers,849,64565
01-08-2022,Chandigarh,2-Wheelers,59,1896
01-08-2022,Chhattisgarh,2-Wheelers,1360,23146
01-08-2022,DNH and DD,2-Wheelers,6,742
01-08-2022,Delhi,2-Wheelers,3259,31869
01-08-2022,Goa,2-Wheelers,303,4503
01-08-2022,Gujarat,2-Wheelers,5059,74982
01-08-2022,Haryana,2-Wheelers,915,33336
01-08-2022,Himachal Pradesh,2-Wheelers,59,5281
01-08-2022,Jammu and Kashmir,2-Wheelers,182,9131
01-08-2022,Jharkhand,2-Wheelers,561,25332
01-08-2022,Karnataka,2-Wheelers,7476,88611
01-08-2022,Kerala,2-Wheelers,3069,50954
01-08-2022,Madhya Pradesh,2-Wheelers,1931,98165
01-08-2022,Maharashtra,2-Wheelers,9723,118886
01-08-2022,Manipur,2-Wheelers,8,3647
01-08-2022,Meghalaya,2-Wheelers,2,1734
01-08-2022,Mizoram,2-Wheelers,6,2062
01-08-2022,Odisha,2-Wheelers,2007,30540
01-08-2022,Puducherry,2-Wheelers,91,3810
01-08-2022,Punjab,2-Wheelers,645,32591
01-08-2022,Rajasthan,2-Wheelers,4159,60191
01-08-2022,Tamil Nadu,2-Wheelers,5306,120312
01-08-2022,Tripura,2-Wheelers,14,2643
01-08-2022,Uttar Pradesh,2-Wheelers,1920,131703
01-08-2022,Uttarakhand,2-Wheelers,494,12711
01-08-2022,West Bengal,2-Wheelers,663,62200
01-09-2022,Andhra Pradesh,2-Wheelers,2239,52804
01-09-2022,Assam,2-Wheelers,200,31729
01-09-2022,Bihar,2-Wheelers,951,54364
01-09-2022,Chandigarh,2-Wheelers,70,1929
01-09-2022,Chhattisgarh,2-Wheelers,1190,23465
01-09-2022,DNH and DD,2-Wheelers,8,629
01-09-2022,Delhi,2-Wheelers,2301,25409
01-09-2022,Goa,2-Wheelers,400,4078
01-09-2022,Gujarat,2-Wheelers,5333,77920
01-09-2022,Haryana,2-Wheelers,848,25832
01-09-2022,Himachal Pradesh,2-Wheelers,67,4101
01-09-2022,Jammu and Kashmir,2-Wheelers,220,8320
01-09-2022,Jharkhand,2-Wheelers,498,23758
01-09-2022,Karnataka,2-Wheelers,7616,87981
01-09-2022,Kerala,2-Wheelers,3100,53877
01-09-2022,Madhya Pradesh,2-Wheelers,1898,53245
01-09-2022,Maharashtra,2-Wheelers,10730,122642
01-09-2022,Mizoram,2-Wheelers,4,1568
01-09-2022,Odisha,2-Wheelers,2197,36139
01-09-2022,Puducherry,2-Wheelers,114,3772
01-09-2022,Punjab,2-Wheelers,590,27407
01-09-2022,Rajasthan,2-Wheelers,4677,53951
01-09-2022,Tamil Nadu,2-Wheelers,5112,121791
01-09-2022,Tripura,2-Wheelers,17,3842
01-09-2022,Uttar Pradesh,2-Wheelers,1787,97293
01-09-2022,Uttarakhand,2-Wheelers,386,9325
01-09-2022,West Bengal,2-Wheelers,727,64255
01-10-2022,Andhra Pradesh,2-Wheelers,2568,74374
01-10-2022,Assam,2-Wheelers,194,38033
01-10-2022,Bihar,2-Wheelers,1377,88895
01-10-2022,Chandigarh,2-Wheelers,118,3103
01-10-2022,Chhattisgarh,2-Wheelers,2471,57951
01-10-2022,DNH and DD,2-Wheelers,5,619
01-10-2022,Delhi,2-Wheelers,3699,50702
01-10-2022,Goa,2-Wheelers,704,6241
01-10-2022,Gujarat,2-Wheelers,6635,115540
01-10-2022,Haryana,2-Wheelers,1313,38921
01-10-2022,Himachal Pradesh,2-Wheelers,79,5548
01-10-2022,Jammu and Kashmir,2-Wheelers,258,9184
01-10-2022,Jharkhand,2-Wheelers,949,50073
01-10-2022,Karnataka,2-Wheelers,9706,117015
01-10-2022,Kerala,2-Wheelers,3629,44021
01-10-2022,Madhya Pradesh,2-Wheelers,3616,137210
01-10-2022,Maharashtra,2-Wheelers,15999,189870
01-10-2022,Manipur,2-Wheelers,4,2532
01-10-2022,Meghalaya,2-Wheelers,5,1558
01-10-2022,Mizoram,2-Wheelers,3,1638
01-10-2022,Odisha,2-Wheelers,3695,72161
01-10-2022,Puducherry,2-Wheelers,180,3564
01-10-2022,Punjab,2-Wheelers,707,37265
01-10-2022,Rajasthan,2-Wheelers,9455,133585
01-10-2022,Tamil Nadu,2-Wheelers,5530,111507
01-10-2022,Tripura,2-Wheelers,13,3431
01-10-2022,Uttar Pradesh,2-Wheelers,3003,258110
01-10-2022,Uttarakhand,2-Wheelers,797,19532
01-10-2022,West Bengal,2-Wheelers,538,50676
01-11-2022,Andaman & Nicobar Island,2-Wheelers,6,405
01-11-2022,Andhra Pradesh,2-Wheelers,2742,69695
01-11-2022,Assam,2-Wheelers,176,32542
01-11-2022,Bihar,2-Wheelers,1253,110759
01-11-2022,Chandigarh,2-Wheelers,163,1727
01-11-2022,Chhattisgarh,2-Wheelers,2725,42575
01-11-2022,DNH and DD,2-Wheelers,14,1290
01-11-2022,Delhi,2-Wheelers,3869,41689
01-11-2022,Goa,2-Wheelers,587,5285
01-11-2022,Gujarat,2-Wheelers,8322,165828
01-11-2022,Haryana,2-Wheelers,1369,58469
01-11-2022,Himachal Pradesh,2-Wheelers,134,9181
01-11-2022,Jammu and Kashmir,2-Wheelers,194,4656
01-11-2022,Jharkhand,2-Wheelers,953,40248
01-11-2022,Karnataka,2-Wheelers,9851,109695
01-11-2022,Kerala,2-Wheelers,3698,40561
01-11-2022,Madhya Pradesh,2-Wheelers,3426,130285
01-11-2022,Maharashtra,2-Wheelers,13718,204988
01-11-2022,Manipur,2-Wheelers,2,5529
01-11-2022,Meghalaya,2-Wheelers,3,1438
01-11-2022,Mizoram,2-Wheelers,8,1542
01-11-2022,Odisha,2-Wheelers,2997,38593
01-11-2022,Puducherry,2-Wheelers,153,3002
01-11-2022,Punjab,2-Wheelers,1042,46873
01-11-2022,Rajasthan,2-Wheelers,7306,158463
01-11-2022,Tamil Nadu,2-Wheelers,7258,120109
01-11-2022,Tripura,2-Wheelers,12,3427
01-11-2022,Uttar Pradesh,2-Wheelers,2746,279169
01-11-2022,Uttarakhand,2-Wheelers,839,25037
01-11-2022,West Bengal,2-Wheelers,1209,100516
01-12-2022,Andaman & Nicobar Island,2-Wheelers,10,397
01-12-2022,Andhra Pradesh,2-Wheelers,2718,47327
01-12-2022,Assam,2-Wheelers,250,34737
01-12-2022,Bihar,2-Wheelers,987,60432
01-12-2022,Chandigarh,2-Wheelers,123,1454
01-12-2022,Chhattisgarh,2-Wheelers,1883,26359
01-12-2022,DNH and DD,2-Wheelers,19,1112
01-12-2022,Delhi,2-Wheelers,3826,21773
01-12-2022,Goa,2-Wheelers,528,4983
01-12-2022,Gujarat,2-Wheelers,7906,107138
01-12-2022,Haryana,2-Wheelers,885,37571
01-12-2022,Himachal Pradesh,2-Wheelers,100,6751
01-12-2022,Jammu and Kashmir,2-Wheelers,150,3943
01-12-2022,Jharkhand,2-Wheelers,653,27130
01-12-2022,Karnataka,2-Wheelers,7750,75110
01-12-2022,Kerala,2-Wheelers,4112,40445
01-12-2022,Madhya Pradesh,2-Wheelers,2328,64980
01-12-2022,Maharashtra,2-Wheelers,13076,136534
01-12-2022,Manipur,2-Wheelers,63,4150
01-12-2022,Mizoram,2-Wheelers,11,1792
01-12-2022,Odisha,2-Wheelers,2379,38217
01-12-2022,Puducherry,2-Wheelers,177,2396
01-12-2022,Punjab,2-Wheelers,635,35992
01-12-2022,Rajasthan,2-Wheelers,5060,57108
01-12-2022,Tamil Nadu,2-Wheelers,4991,77848
01-12-2022,Tripura,2-Wheelers,57,3393
01-12-2022,Uttar Pradesh,2-Wheelers,2334,134747
01-12-2022,Uttarakhand,2-Wheelers,581,10627
01-12-2022,West Bengal,2-Wheelers,1047,69018
01-01-2023,Andhra Pradesh,2-Wheelers,2680,49537
01-01-2023,Assam,2-Wheelers,142,41897
01-01-2023,Bihar,2-Wheelers,987,63994
01-01-2023,Chandigarh,2-Wheelers,172,1977
01-01-2023,Chhattisgarh,2-Wheelers,1923,35000
01-01-2023,DNH and DD,2-Wheelers,9,698
01-01-2023,Delhi,2-Wheelers,3285,35973
01-01-2023,Goa,2-Wheelers,662,4457
01-01-2023,Gujarat,2-Wheelers,5873,70897
01-01-2023,Haryana,2-Wheelers,706,29990
01-01-2023,Himachal Pradesh,2-Wheelers,78,4421
01-01-2023,Jammu and Kashmir,2-Wheelers,115,3934
01-01-2023,Jharkhand,2-Wheelers,655,27267
01-01-2023,Karnataka,2-Wheelers,9969,94898
01-01-2023,Kerala,2-Wheelers,4667,43110
01-01-2023,Madhya Pradesh,2-Wheelers,2443,80312
01-01-2023,Maharashtra,2-Wheelers,13802,148279
01-01-2023,Manipur,2-Wheelers,7,3158
01-01-2023,Meghalaya,2-Wheelers,4,1372
01-01-2023,Mizoram,2-Wheelers,10,1599
01-01-2023,Odisha,2-Wheelers,2533,47973
01-01-2023,Puducherry,2-Wheelers,197,4395
01-01-2023,Punjab,2-Wheelers,590,33117
01-01-2023,Rajasthan,2-Wheelers,4624,62966
01-01-2023,Tamil Nadu,2-Wheelers,5505,135769
01-01-2023,Tripura,2-Wheelers,8,2766
01-01-2023,Uttar Pradesh,2-Wheelers,1952,171721
01-01-2023,Uttarakhand,2-Wheelers,447,12862
01-01-2023,West Bengal,2-Wheelers,632,52431
01-02-2023,Andhra Pradesh,2-Wheelers,2907,51810
01-02-2023,Assam,2-Wheelers,190,36795
01-02-2023,Bihar,2-Wheelers,911,77926
01-02-2023,Chandigarh,2-Wheelers,216,955
01-02-2023,Chhattisgarh,2-Wheelers,1874,30804
01-02-2023,DNH and DD,2-Wheelers,16,777
01-02-2023,Delhi,2-Wheelers,2800,29396
01-02-2023,Goa,2-Wheelers,628,3919
01-02-2023,Gujarat,2-Wheelers,6757,85424
01-02-2023,Haryana,2-Wheelers,702,31279
01-02-2023,Himachal Pradesh,2-Wheelers,65,4784
01-02-2023,Jammu and Kashmir,2-Wheelers,147,4868
01-02-2023,Jharkhand,2-Wheelers,652,31633
01-02-2023,Karnataka,2-Wheelers,10266,88323
01-02-2023,Kerala,2-Wheelers,5558,39985
01-02-2023,Madhya Pradesh,2-Wheelers,2358,75150
01-02-2023,Maharashtra,2-Wheelers,12070,129508
01-02-2023,Manipur,2-Wheelers,14,2990
01-02-2023,Meghalaya,2-Wheelers,2,1192
01-02-2023,Mizoram,2-Wheelers,9,1655
01-02-2023,Odisha,2-Wheelers,2552,49375
01-02-2023,Puducherry,2-Wheelers,177,3354
01-02-2023,Punjab,2-Wheelers,609,34555
01-02-2023,Rajasthan,2-Wheelers,4662,62207
01-02-2023,Tamil Nadu,2-Wheelers,6701,118355
01-02-2023,Tripura,2-Wheelers,20,2860
01-02-2023,Uttar Pradesh,2-Wheelers,1968,190812
01-02-2023,Uttarakhand,2-Wheelers,426,11079
01-02-2023,West Bengal,2-Wheelers,814,67188
01-03-2023,Andhra Pradesh,2-Wheelers,3515,54298
01-03-2023,Assam,2-Wheelers,221,41575
01-03-2023,Bihar,2-Wheelers,1302,92334
01-03-2023,Chandigarh,2-Wheelers,362,663
01-03-2023,Chhattisgarh,2-Wheelers,2188,33362
01-03-2023,DNH and DD,2-Wheelers,5,902
01-03-2023,Delhi,2-Wheelers,3782,30396
